priority_tier,gap_to_l1,kc_code,kc_name,chapter_info,have_total,have_anchor,have_easy,have_medium,have_hard,need_anchor,need_easy,need_medium,need_hard,need_total,prerequisites,successors,existing_questions
T1_QUICK_WIN,3,G6-MATH-TINH-GIA-TRI,Tính giá trị luỹ thừa,B6K1,7,4,2,4,1,0,1,0,2,3,"G9-MATH-NHAN-BIET-CAU (Nhận biết cấu trúc lũy thừa (cơ số, số mũ, đọc/viết ký hiệu aⁿ))",G9-MATH-NHAN-BIET-SO (Nhận biết số chính phương),"[easy] Theo quy ước về lũy thừa, giá trị của biểu thức 2024⁰ bằng: | [medium] Cho biểu thức P = x · x · x · x · x · x (với x là số tự nhiên). Cách viết nào sau đây biểu | [medium] Với a là số tự nhiên khác 0, kết quả của phép tính a⁸ : a² · a³ được viết dưới dạng một lũ | [hard] Một học sinh thực hiện phép tính chia hai lũy thừa cùng cơ số như sau:
Bước 1: x¹⁰ : x²
Bư | [medium] Cho x là một số tự nhiên tùy ý. Biểu thức P = x · x · x · x được viết gọn dưới dạng lũy th | [easy] Trong cách viết lũy thừa 5³, số 3 được gọi là: | [medium] Khi nhân hai lũy thừa cùng cơ số xᵐ · xⁿ (với x ≠ 0; m, n ∈ ℕ*), quy tắc đúng là:"
T2_LOW,6,G6-MATH-LAM-TRON-SO,Làm tròn số thập phân có dấu đến hàng cho trước,B30K2,4,1,2,1,1,1,1,1,3,6,G9-MATH-SO-SANH-HAI (So sánh hai số tự nhiên và biểu diễn trên trục số ) | G6-MATH-NHAN-BIET-VA (Nhận biết và đọc/viết số thập phân âm),G6-MATH-UOC-LUONG-KET (Ước lượng kết quả phép tính với số thập phân) | G7-MATH-LAM-TRON-SO (Làm tròn số thập phân cnw cứ vào độ chính xác ),"[easy] Khi thực hiện làm tròn một số thập phân đến một hàng nào đó ở PHẦN THẬP PHÂN, các chữ số đ | [easy] Trong quy tắc làm tròn, nếu chữ số ngay bên phải hàng làm tròn là số 5, ta phải thực hiện  | [hard] Một học sinh làm tròn số 17,48 đến hàng đơn vị như sau: 
""Bước 1: Làm tròn 17,48 đến hàng  | [medium] Cho số thập phân dương X = 12,a5 (trong đó a là chữ số hàng phần mười). Biết rằng khi làm "
T2_LOW,6,G6-MATH-NHAN-BIET-DIEM,Nhận biết điểm thuộc/không thuộc đường thẳng ,B32K2,4,2,1,2,1,0,2,0,4,6,"G6-MATH-DIEM-DUONG-THANG (Điểm, đường thẳng )","G6-MATH-BA-DIEM-THANG (Ba điểm thẳng hàng) | G6-MATH-HAI-DUONG-THANG (Hai đường thẳng song song, cắt nhau, trùng nhau)","[medium] Khẳng định nào sau đây tương đương với cách nói ""Đường thẳng a đi qua điểm P""? | [hard] Một bạn học sinh viết: ""Vì đường thẳng d đi qua điểm M nên d ∈ M"". Nhận xét nào sau đây là | [medium] Cho điểm M nằm trên đường thẳng d. Cách viết nào sau đây mô tả đúng mối quan hệ này theo q | [easy] Kí hiệu nào sau đây được dùng để khẳng định điểm A KHÔNG nằm trên đường thẳng d?"
T2_LOW,6,G6-MATH-NHAN-BIET-DOAN,Nhận biết đoạn thẳng,B34K2,4,2,1,2,1,0,2,0,4,6,(none),G6-MATH-DO-DAI-DOAN (Đo độ dài đoạn thẳng) | G6-MATH-SO-SANH-DO (So sánh độ dài đoạn thẳng) | G6-MATH-CONG-DO-DAI (Cộng độ dài đoạn thẳng ),"[easy] Trong các khẳng định sau, khẳng định nào luôn ĐÚNG khi nói về độ dài đoạn thẳng? | [medium] Khẳng định nào sau đây mô tả đầy đủ và chính xác nhất về đoạn thẳng MN? | [medium] Trên đoạn thẳng PQ, hai điểm P và Q được gọi là: | [hard] Bạn An thực hiện đo các đoạn thẳng và phát biểu các kết luận sau. Theo em, kết luận nào củ"
T2_LOW,6,G6-MATH-NHAN-HAI-SO-1,Nhân hai số nguyên cùng dấu,B16K1,4,3,1,3,0,0,2,0,4,6,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-NHAN-BIET-HAI (Kiểm tra hai phân số bằng nhau bằng điều kiện nhân chéo -  a·d = b·c) | G6-MATH-TINH-CHAT-CO (Áp dụng tính chất cơ bản của phân số bằng cách nhân hoặc chia cả tử và mẫu với cùng một số nguyên khác 0) | G6-MATH-NHAN-HAI-PHAN (Nhân hai phân số ) | G9-MATH-NHAN-BIET-MO (Nhận biết mở rộng mối quan hệ chia hết sang số nguyên âm),"[medium] Cho m và n là hai số nguyên dương. Theo quy tắc nhân hai số nguyên âm, biểu thức (-m) · (- | [medium] Cho m và n là hai số nguyên âm. Khẳng định nào sau đây mô tả đúng nhất về quy tắc xác định | [medium] Khi thực hiện phép nhân hai số nguyên cùng dấu (khác 0), khẳng định nào sau đây luôn đúng  | [easy] Trong các phép tính sau đây, phép tính nào sẽ cho kết quả là một số nguyên dương?"
T2_LOW,6,G6-MATH-NHAN-RA-QUY,Nhận ra quy luật từ biểu đồ cột kép ,B41K2,4,1,2,2,0,1,1,0,4,6,G6-MATH-DOC-VA-PHAN-3 (Đọc và phân tích dữ liệu từ biểu đồ cột kép ),(none),"[easy] Để biến phân số 2/7 thành một phân số có mẫu số 21, tử số mới phải là: | [easy] Phân số nào bằng 3/(−4)? | [medium] Khi quy đồng hai phân số 1/(−2) và 3/4 về mẫu số 4, cách viết đúng là: | [medium] Biểu đồ cột kép biểu diễn số học sinh tham gia hai câu lạc bộ A và B trong 4 tuần:

Tuần 1"
T2_LOW,6,G6-MATH-SO-DOI-CUA,Xác định số đối của phân số,B25K2,4,3,1,3,0,0,2,0,4,6,"G6-MATH-NHAN-BIET-SO-1 (Xác định số đối của một số nguyên) | G9-MATH-NHAN-BIET-PHAN (Nhận biết phân số có tử và mẫu là số nguyên, mẫu khác 0)",(none),"[medium] Cho phân số x/y (với x, y ∈ ℤ, y ≠ 0). Khẳng định nào sau đây KHÔNG biểu diễn số đối của p | [medium] Nếu hai phân số m/n và p/q là hai số đối nhau, khẳng định nào sau đây về tổng của chúng là | [medium] Khẳng định nào sau đây là SAI khi nói về số đối của một phân số a/b (với a, b ∈ ℤ, b ≠ 0)? | [easy] Kí hiệu số đối của phân số 3/(-5) là:"
T2_LOW,6,G6-MATH-SO-SANH-HAI-2,So sánh hai số thập phân,B28K2,4,3,1,3,0,0,2,0,4,6,G6-MATH-NHAN-BIET-VA (Nhận biết và đọc/viết số thập phân âm) | G9-MATH-SO-SANH-HAI-1 (Biểu diễn số nguyên trên trục số và so sánh hai số nguyên),(none),"[medium] Biết m và n là hai số thập phân dương sao cho m > n. Khi so sánh hai số đối của chúng là - | [medium] Nếu x và y là hai số thập phân dương thỏa mãn x > y, khi so sánh hai số đối của chúng là − | [medium] Cho hai số thập phân x = -15,24 và y = 0,001. Khẳng định nào sau đây là đúng? | [easy] Trong các khẳng định sau, khẳng định nào luôn đúng với mọi số thập phân âm a?"
T2_LOW,6,G6-MATH-TIA-DOI-NHAU,Tia đối nhau,B32K2,4,4,0,4,0,0,3,0,3,6,G6-MATH-TIA (Tia) | G6-MATH-DIEM-NAM-GIUA (Điểm nằm giữa hai điểm ),G6-MATH-GOC-BET (Góc bẹt) | G7-MATH-NHAN-BIET-HAI (Nhận biết hai góc kề bù ) | G7-MATH-NHAN-BIET-HAI-1 (Nhận biết hai và tính số đo hai góc đối đỉnh ),"[medium] Cho ba điểm A, B, C thẳng hàng theo thứ tự đó. Cặp tia nào sau đây là hai tia đối nhau? | [medium] Cho ba điểm A, B, C thẳng hàng theo thứ tự đó. Cặp tia nào sau đây là cặp tia đối nhau? | [medium] Khẳng định nào sau đây mô tả đầy đủ và chính xác nhất về hai tia đối nhau? | [medium] Khẳng định nào sau đây là đúng nhất về định nghĩa hai tia đối nhau?"
T2_LOW,6,G6-MATH-TIM-UCLN,Tìm ƯCLN,B11K1,4,3,1,3,0,0,2,0,4,6,G9-MATH-NHAN-BIET-UOC (Nhận Biết ước chung và ƯCLN) | G6-MATH-PHAN-TICH-RA (Phân tích ra thừa số nguyên tố),G6-MATH-RUT-GON-VE (Rút gọn về phân số tối giản),"[medium] Cho hai số tự nhiên đã được phân tích ra thừa số nguyên tố: a = 2³ · 3² · 5 và b = 2² · 3³ | [medium] Để tìm tập hợp các ước chung của hai số a và b, một học sinh đã thực hiện các bước sau:
Bư | [medium] Khẳng định nào sau đây mô tả đúng nhất về mối quan hệ giữa Ước chung (ƯC) và Ước chung lớn | [easy] Nếu số tự nhiên a chia hết cho số tự nhiên x và số tự nhiên b cũng chia hết cho số tự nhiê"
T2_LOW,6,G9-MATH-NHAN-BIET-SO,Nhận biết số chính phương,B6K1,4,2,2,2,0,0,1,0,5,6,"G6-MATH-TINH-GIA-TRI (Tính giá trị luỹ thừa) | G9-MATH-NHAN-BIET-BINH (Nhận biết bình phương, lập phương,)",(none),"[medium] Một số tự nhiên n được gọi là số chính phương nếu nó thỏa mãn điều kiện nào sau đây? | [medium] Trong các số sau đây: 0, 1, 2, 4, 8, 9, 16, số nào KHÔNG phải là số chính phương? | [easy] Kết quả của phép tính nào sau đây tạo ra một số chính phương? | [easy] Cho số m = 3². Tên gọi đúng nhất của m trong các phương án sau là:"
T2_LOW,6,G9-MATH-NHAN-BIET-UOC,Nhận Biết ước chung và ƯCLN,B11K1,4,2,2,2,0,0,1,0,5,6,G6-MATH-XAC-DINH-UOC (Xác định ước và bội trong phép chia hết ),G6-MATH-TIM-UCLN (Tìm ƯCLN),"[medium] Cho hai số tự nhiên a và b đều chia hết cho số tự nhiên x. Khẳng định nào sau đây là đúng  | [easy] Nếu số tự nhiên k thuộc vào tập hợp ƯC(36, 48) thì khẳng định nào sau đây bắt buộc phải đú | [easy] Trong các khẳng định sau về số 1, khẳng định nào đúng khi nói về ước chung? | [medium] Gọi tập hợp các ước chung của hai số tự nhiên m và n là ƯC(m, n) và ước chung lớn nhất của"
T2_LOW,7,G6-MATH-NHAN-HAI-SO,Nhân hai số nguyên khác dấu ,B16K1,3,2,1,2,0,0,2,0,5,7,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-NHAN-BIET-HAI (Kiểm tra hai phân số bằng nhau bằng điều kiện nhân chéo -  a·d = b·c) | G6-MATH-TINH-CHAT-CO (Áp dụng tính chất cơ bản của phân số bằng cách nhân hoặc chia cả tử và mẫu với cùng một số nguyên khác 0) | G6-MATH-NHAN-HAI-PHAN (Nhân hai phân số ) | G9-MATH-NHAN-BIET-MO (Nhận biết mở rộng mối quan hệ chia hết sang số nguyên âm),"[medium] Cho m và n là hai số tự nhiên khác 0. Theo quy tắc nhân hai số nguyên khác dấu, công thức  | [medium] Khi nhân một số nguyên âm với một số nguyên dương, nhận định nào sau đây về dấu của kết qu | [easy] Để thực hiện phép tính (-18) · 5, bước đầu tiên theo quy tắc nhân hai số nguyên khác dấu l"
T2_LOW,7,G6-MATH-SO-SANH-HAI-1,So sánh hai phân số khác mẫu bằng cách quy đồng mẫu,B24K2,3,2,1,2,0,0,2,0,5,7,G6-MATH-QUY-DONG-MAU (Quy đồng mẫu các phân số có tử/mẫu nguyên bằng cách đưa về các phân số bằng nhau cùng mẫu dương) | G6-MATH-SO-SANH-HAI (So sánh hai phân số cùng mẫu ),(none),"[medium] Để so sánh hai phân số không cùng mẫu, bước quan trọng nhất trong quy trình được nêu trong | [medium] Sau khi đưa hai phân số về cùng một mẫu số dương là M, để biết phân số nào lớn hơn, ta thự | [easy] Khi thực hiện bước đầu tiên để so sánh hai phân số 3/(-5) và (-2)/7, thao tác nào sau đây "
T2_LOW,7,G6-MATH-TU-CHO-SO,Trừ hai số nguyên,B14K1,3,3,0,3,0,0,3,0,4,7,G6-MATH-NHAN-BIET-SO-1 (Xác định số đối của một số nguyên),G6-MATH-TRU-HAI-PHAN (Trừ hai phân số cùng mẫu),"[medium] Theo quy tắc trừ hai số nguyên, để trừ số nguyên a cho số nguyên b, ta thực hiện như thế n | [medium] Khẳng định nào sau đây mô tả đúng quy tắc chuyển đổi từ một phép trừ hai số nguyên sang ph | [medium] Phát biểu nào sau đây phản ánh đúng quy tắc trừ số nguyên a cho số nguyên b?"
T2_LOW,7,G9-MATH-CONG-HAI-SO,Cộng hai số nguyên khác dấu ,B14K1,3,3,0,3,0,0,3,0,4,7,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-CONG-HAI-PHAN (Cộng hai phân số cùng mẫu ) | G6-MATH-CONG-TRU-SO (Cộng trừ số thập phân có dấu ),"[medium] Trên trục số, điểm x và điểm y nằm về hai phía của gốc O và có cùng khoảng cách đến gốc O. | [medium] [is_diagnostic_anchor = TRUE]
Cho số nguyên dương a và số nguyên âm b. Biết rằng phần số t | [medium] Cho số nguyên dương m và số nguyên âm n. Biết rằng phần số tự nhiên của m lớn hơn phần số "
T2_LOW,7,G9-MATH-MO-TA-CAC,"Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của các hình chữ nhật",B19K1,3,2,1,2,0,0,2,0,5,7,(none),G6-MATH-VE-HINH-CHU (Vẽ hình chữ nhật ),"[medium] Cho hình chữ nhật ABCD có hai đường chéo cắt nhau tại O. Khẳng định nào sau đây mô tả đúng | [medium] Trong hình chữ nhật MNPQ, khẳng định nào sau đây về các góc của hình là chính xác? | [easy] Để kiểm tra một tứ giác có phải là hình chữ nhật hay không, một bạn học sinh đo bốn góc củ"
T2_LOW,7,G9-MATH-NHAN-BIET-GOC,"Nhận biết góc - đỉnh, cạnh, ký hiệu",B36K2,3,2,1,2,0,0,2,0,5,7,G6-MATH-TIA (Tia),"G6-MATH-DO-GOC-BANG (Nhận biết số đo góc và đo góc bằng thước đo góc) | G7-MATH-SO-SANH-HAI-1 (So sánh hai góc khi biết hai cạnh ) | G7-MATH-SO-SANH-HAI-2 (So sánh hai cạnh khi biết hai góc ) | G6-MATH-GOC-BET (Góc bẹt) | G6-MATH-DIEM-TRONG-CUA (Điểm trong của một góc ) | G7-MATH-NHAN-BIET-GOC (Nhận biết góc so le trong, góc đồng vị ) | G7-MATH-TINH-SO-DO-1 (Tính số đo góc trong tam giác dựa vào định lí tổng ba góc =180)","[medium] Một góc có đỉnh là điểm O và hai cạnh là hai tia Ox, Oy. Cách gọi tên nào sau đây là SAI k | [medium] Cho góc được kí hiệu là ∠mAn. Khẳng định nào sau đây mô tả đúng và đầy đủ nhất về các thàn | [easy] Trong hình học, một góc được định nghĩa là hình gồm:"
T2_LOW,7,G9-MATH-THUC-HIEN-PHEP,Thực hiện phép chia hết hai số nguyên - xác định đúng dấu của thương,B17K1,3,2,1,2,0,0,2,0,5,7,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.) | G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G9-MATH-NHAN-BIET-MO (Nhận biết mở rộng mối quan hệ chia hết sang số nguyên âm) | G6-MATH-CHIA-SO-THAP (Chia số thập phân có dấu) | G6-MATH-TINH-CHAT-CO (Áp dụng tính chất cơ bản của phân số bằng cách nhân hoặc chia cả tử và mẫu với cùng một số nguyên khác 0),"[medium] Cho hai số nguyên m và n đều khác 0. Nếu m và n là hai số nguyên cùng dấu thì thương của p | [medium] Biết rằng x : y = z (với y ≠ 0). Trong các trường hợp sau, trường hợp nào khẳng định về dấ | [easy] Theo định nghĩa về phép chia hết trong tập hợp số nguyên ℤ, cho a và b là hai số nguyên vớ"
T2_LOW,7,G9-MATH-TIM-VA-XAC,Tìm và xác định trục đối xứng của vật thể,B21K1,3,2,1,2,0,0,2,0,5,7,G6-MATH-NHAN-BIET-HINH-1 (Nhận biết hình có trục đối xứng),(none),"[medium] Đường thẳng d được gọi là trục đối xứng của hình H nếu: | [medium] Trong các phát biểu sau đây về trục đối xứng của các hình phẳng, phát biểu nào ĐÚNG? | [easy] Để cắt được chữ cái T bằng phương pháp gấp giấy (như hướng dẫn trong SGK), ta nên gấp tờ g"
T2_LOW,8,G6-MATH-QUY-DONG-PHAN,Quy đồng mẫu các phân số,B12K1,2,2,0,2,0,0,3,0,5,8,G6-MATH-TIM-BCNN (Tìm BCNN),(none),"[medium] Khi thực hiện quy đồng mẫu hai phân số a/b và c/d (với b, d là các số tự nhiên khác 0), mẫ | [medium] Trong quy trình quy đồng mẫu số, sau khi đã tìm được mẫu chung (MC), để tìm ""thừa số phụ"" "
T2_LOW,8,G6-MATH-TIM-BCNN,Tìm BCNN,B12K1,2,2,0,2,0,0,3,0,5,8,G6-MATH-PHAN-TICH-RA (Phân tích ra thừa số nguyên tố) | G6-MATH-NHAN-BIET-BOI (Nhận biết bội chung và BCNN),G6-MATH-QUY-DONG-PHAN (Quy đồng mẫu các phân số),"[medium] Cho hai số m = 2³ · 3 · 5 và n = 2² · 3² · 7. Biểu thức nào sau đây mô tả đúng cách lập BC | [medium] Kí hiệu x = BCNN(a, b). Khẳng định nào sau đây mô tả đúng về mối quan hệ giữa tập hợp bội "
T2_LOW,8,G6-MATH-TIM-MOT-SO,Tìm một số biết giá trị phần trăm,B31K2,2,2,0,2,0,0,3,0,5,8,G6-MATH-B31K2 (Tính tỉ số của hai số và viết dưới dạng tỉ số phần trăm),(none),"[medium] Biết m% của số x bằng b (với m, b là các số dương). Công thức đúng để tìm giá trị của x là | [medium] Một cửa hàng thông báo: ""Giảm giá 15% cho tất cả mặt hàng"". Biết rằng một cuốn sách được g"
T2_LOW,8,G6-MATH-UOC-LUONG-KET,Ước lượng kết quả phép tính với số thập phân,B30K2,2,2,0,2,0,0,3,0,5,8,G6-MATH-LAM-TRON-SO (Làm tròn số thập phân có dấu đến hàng cho trước),(none),"[medium] Để ước lượng kết quả của phép tính 6,14 × 7,8 bằng cách làm tròn các thừa số đến hàng đơn  | [medium] Một người muốn ước lượng nhanh số tiền mua 3,9 kg táo với giá 51,2 nghìn đồng/kg. Phép tín"
T2_LOW,9,G6-MATH-TRU-HAI-PHAN,Trừ hai phân số cùng mẫu,B25K2,1,1,0,1,0,1,3,1,4,9,"G9-MATH-NHAN-BIET-PHAN (Nhận biết phân số có tử và mẫu là số nguyên, mẫu khác 0) | G6-MATH-TU-CHO-SO (Trừ hai số nguyên)",G6-MAMATMATHMAT (Trừ hai phân số khác mẫu),"[medium] Cho hai phân số a/m và b/m (với m ≠ 0). Theo quy tắc trừ hai phân số cùng mẫu số, khẳng đị"
T2_LOW,9,G9-MATH-SO-SANH-HAI-1,Biểu diễn số nguyên trên trục số và so sánh hai số nguyên,B13K1,1,1,0,1,0,1,3,1,4,9,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-SO-SANH-HAI (So sánh hai phân số cùng mẫu ) | G6-MATH-SO-SANH-HAI-2 (So sánh hai số thập phân),"[medium] [is_diagnostic_anchor = TRUE]
Trong các khẳng định sau đây về tập hợp số nguyên Z và biểu "
T2_MID,4,G6-MATH-B31K2,Tính tỉ số của hai số và viết dưới dạng tỉ số phần trăm,B31K2,6,2,2,2,2,0,1,0,3,4,G6-MATH-CHIA-HAI-PHAN (Chia hai phân số ),G6-MATH-TIM-MOT-SO (Tìm một số biết giá trị phần trăm) | G7-MATH-DOC-TI-LE (Đọc tỉ lệ và so sánh các phần từ biểu đồ quạt tròn) | G6-MATH-TIM-GIA-TRI-1 (Tìm giá trị phần trăm của một số),"[medium] Khi tính tỉ số của hai đại lượng: ""Khối lượng m₁ = 2 kg"" và ""Khối lượng m₂ = 800 g"", thao  | [medium] Để tính tỉ số phần trăm của số a so với số b (b ≠ 0), biểu thức nào sau đây thể hiện đúng  | [hard] Một học sinh giải bài toán: ""Tìm một số biết 20% của số đó bằng 40"" bằng cách thực hiện ph | [easy] Trong các biểu thức sau, biểu thức nào dùng để tìm giá trị x, biết rằng x chiếm m% của số  | [easy] Theo định nghĩa về tỉ số, tỉ số của hai số a và b (kí hiệu a : b hoặc a/b) chỉ có nghĩa kh | [hard] Gọi P là tỉ số phần trăm của số a so với số b (a, b > 0). Nếu ta giữ nguyên giá trị của a "
T2_MID,4,G6-MATH-BA-DIEM-THANG,Ba điểm thẳng hàng,B32K2,6,2,2,2,2,0,1,0,3,4,G6-MATH-NHAN-BIET-DIEM (Nhận biết điểm thuộc/không thuộc đường thẳng ),G6-MATH-DIEM-NAM-GIUA (Điểm nằm giữa hai điểm ),"[medium] Cho đường thẳng d đi qua hai điểm phân biệt M và N. Nếu một điểm P thuộc đường thẳng d (P  | [easy] Để kí hiệu ""Điểm A không thuộc đường thẳng m"", cách viết nào sau đây là đúng quy tắc toán  | [easy] Có bao nhiêu đường thẳng đi qua hai điểm phân biệt cho trước? | [hard] Cho bốn điểm phân biệt A, B, C, D. Biết rằng ba điểm A, B, C thẳng hàng và ba điểm B, C, D | [hard] Xét phát biểu của một học sinh: ""Nếu ba điểm A, B, C thẳng hàng, thì đường thẳng AB và đườ | [medium] Cho ba điểm phân biệt A, B, C. Theo định nghĩa trong sách giáo khoa, ba điểm này được gọi "
T2_MID,4,G6-MATH-BIEU-DIEN-TAP,Biểu diễn tập hợp - Chỉ ra tính chất đặc trưng,B1K1,6,1,0,0,0,1,3,2,3,4,G6-MATH-NHAN-BIET-PHAN (Nhận biết phần tử thuộc hoặc không thuộc tập hợp),(none),"[None] Tập hợp A = {2; 4; 6; 8; 10} được biểu diễn đúng bằng tính chất đặc trưng là: | [None] Viết tập hợp sau bằng cách chỉ ra tính chất đặc trưng: B = {1; 4; 9; 16; 25} | [None] Bạn Minh viết: E = {x ∈ ℕ | x là ước của 12}. Bạn Lan viết: E = {x ∈ ℕ | 12 chia hết cho x | [None] Tập hợp C = {x ∈ ℕ | x là bội của 3 và x ≤ 15} khi liệt kê ra là: | [None] Cách biểu diễn nào sau đây đúng cú pháp cho tập hợp các số tự nhiên nhỏ hơn 6? | [None] Trong các cách biểu diễn sau cho tập hợp D = {0; 1; 2; 3; 4; 5; 6; 7; 8; 9}, cách nào đúng"
T2_MID,4,G6-MATH-CLAUDE-SUGGEST-TAP,Nhận biết tập hợp rỗng và sử dụng ký hiệu ∅,B1K1,6,1,0,0,0,1,3,2,3,4,G6-MATH-NHAN-BIET-PHAN (Nhận biết phần tử thuộc hoặc không thuộc tập hợp),(none),"[None] Khẳng định nào sau đây SAI? | [None] Xét tập hợp A = {x ∈ ℕ | x < 5 và x > 8}. Tập hợp A có bao nhiêu phần tử? Vì sao? | [None] Bạn An nói: ""Tập hợp {∅} và tập hợp ∅ là giống nhau."" Bạn Bình nói: ""Tập hợp các số tự nhi | [None] Tập hợp nào sau đây là tập hợp rỗng? | [None] Tập hợp nào sau đây là tập hợp rỗng? | [None] Tập hợp rỗng được ký hiệu là:"
T2_MID,4,G6-MATH-CONG-HAI-PHAN,Cộng hai phân số cùng mẫu ,B25K2,6,2,2,2,2,0,1,0,3,4,"G9-MATH-CONG-HAI-SO (Cộng hai số nguyên khác dấu ) | G6-MATH-CONG-HAI-SO (Cộng hai số nguyên âm) | G9-MATH-NHAN-BIET-PHAN (Nhận biết phân số có tử và mẫu là số nguyên, mẫu khác 0)",G6-MATH-CONG-HAI-PHAN-1 (Cộng hai phân số khác mẫu bằng cách quy đồng mẫu),"[medium] Cho hai phân số có cùng mẫu số là x/m và y/m (với m ≠ 0). Theo quy tắc cộng hai phân số cù | [medium] Để thực hiện phép tính (-5)/13 + 8/13, bước biến đổi trung gian nào sau đây phản ánh đúng  | [hard] Một bạn học sinh giải bài toán tính tổng S = (-11)/24 + 7/24 như sau:
Bước 1: S = (-11 + 7 | [easy] Phát biểu nào sau đây là đúng về quy tắc cộng hai phân số có cùng mẫu số? | [easy] Trong các phép tính sau, phép tính nào là cộng hai phân số cùng mẫu số? | [hard] Cho biểu thức tổng quát: M = a/n + b/n + c/n (với n là số nguyên khác 0). Nếu biết rằng tổ"
T2_MID,4,G6-MATH-CONG-HAI-PHAN-1,Cộng hai phân số khác mẫu bằng cách quy đồng mẫu,B25K2,6,3,1,3,2,0,2,0,2,4,G6-MATH-QUY-DONG-MAU (Quy đồng mẫu các phân số có tử/mẫu nguyên bằng cách đưa về các phân số bằng nhau cùng mẫu dương) | G6-MATH-CONG-HAI-PHAN (Cộng hai phân số cùng mẫu ),(none),"[medium] Cho hai phân số a/b và c/d (với b, d là các số nguyên dương và b ≠ d). Nếu ta chọn mẫu số  | [medium] Để thực hiện phép cộng hai phân số không cùng mẫu số, quy trình chuẩn xác nhất học sinh cầ | [hard] Một học sinh giải bài toán tính tổng S = x/m + y/n (với m, n là các số nguyên dương khác n | [hard] Một bạn làm như sau:

1/2 + 1/3 = 2/6 + 1/6 = 3/6

Bạn đó sai đầu tiên ở đâu? | [easy] Để cộng 1/4 và 1/6, có thể quy đồng hai phân số thành: | [medium] Sau khi quy đồng 1/2 và 1/3 về cùng mẫu số 6, phép cộng đúng là:"
T2_MID,4,G6-MATH-CONG-HAI-SO,Cộng hai số nguyên âm,B14K1,6,2,2,2,2,0,1,0,3,4,"G6-MATH-NHAN-BIET-DOC (Nhận biết, đọc và viết số nguyên âm)",G6-MATH-CONG-HAI-PHAN (Cộng hai phân số cùng mẫu ),"[medium] Cho hai số nguyên âm là -a và -b (với a, b là các số nguyên dương). Quy trình đúng để tìm  | [medium] Trong các phát biểu sau, phát biểu nào mô tả chính xác nhất về kết quả của phép cộng hai s | [easy] Để thực hiện phép tính (-12) + (-15), bước đầu tiên học sinh thực hiện cộng hai ""phần số t | [easy] Điền vào chỗ trống để hoàn thành quy tắc: ""Muốn cộng hai số nguyên âm, ta cộng hai phần số | [hard] Một học sinh giải bài toán tính tổng hai số nguyên âm như sau:
Bước 1: Xác định phần số tự | [hard] Cho x và y là hai số nguyên âm tùy ý. So sánh tổng S = x + y với mỗi số hạng x và y. Khẳng"
T2_MID,4,G6-MATH-CONG-TRU-SO,Cộng trừ số thập phân có dấu ,B29K2,6,2,2,2,2,0,1,0,3,4,G9-MATH-CONG-HAI-SO (Cộng hai số nguyên khác dấu ) | G6-MATH-NHAN-BIET-VA (Nhận biết và đọc/viết số thập phân âm),(none),"[easy] Khi thực hiện phép cộng hai số thập phân khác dấu: (−7,5) + 4,2. Bước đầu tiên học sinh cầ | [medium] Cho a và b là hai số thập phân dương. Theo quy tắc cộng hai số thập phân âm, khẳng định nà | [medium] Để thực hiện phép trừ một số thập phân cho một số thập phân khác, ví dụ x − y, quy tắc nào | [easy] Trong các cặp số thập phân sau đây, cặp số nào được gọi là hai số đối nhau? | [hard] Một học sinh giải bài toán tính giá trị biểu thức A = −(3,25 − 5,7) như sau:
Bước 1: A = − | [hard] Cho x và y là hai số thập phân thỏa mãn x < 0 và y > 0. Biết rằng |x| < |y|. Biểu thức nào"
T2_MID,4,G6-MATH-DAU-HIEU-CHIA,Dấu hiệu chia hết cho 2 ,B9K1,6,1,0,0,0,1,3,2,3,4,"G6-MATH-PHAN-BIET-PHEP (Phân biệt phép chia hết và phép chia có dư, tìm đúng thương và số dư.)",(none),"[None] Số nào sau đây chia hết cho 2? | [None] Số 33 có chia hết cho 2 không? | [None] Số 4□8 (trong đó □ là một chữ số bất kỳ từ 0 đến 9). Số này có chia hết cho 2 không, dù □  | [None] Trong danh sách sau, hãy gạch chân các số KHÔNG chia hết cho 2: 120 135 240 333 400 501 | [None] Trong các số 10, 20, 35, 50, 70, có bao nhiêu số chia hết cho 2? | [None] Bạn Minh nói: ""Số 330 không chia hết cho 2 vì 3 + 3 + 0 = 6, mà 6 = 2 × 3, nên 330 chia hế"
